brand,tee_url,polo_url,dress_shirt_url,jeans_url,dress_pants_url,sweater_url,outerwear_url,shoes_url,site_domain,search_url_on_file,source,note
Alex Crane,https://www.alexcrane.co/collections/tees-1/men,https://www.alexcrane.co/collections/polos,https://www.alexcrane.co/collections/shirts/men,NONE,https://www.alexcrane.co/collections/pants/men,https://www.alexcrane.co/collections/sweaters,https://www.alexcrane.co/collections/jackets,NONE,alexcrane.co,https://alexcrane.co/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.alexcrane.co","Routes: coll 4, parent 2. alexcrane.co redirects to www.alexcrane.co (Shopify, US). Primarily men's; small women's line in separate womens-* collections. Nav links use tag paths (/men); all men's collections products tagged 'men', none women. No dress shirts/dress pants; suiting lives in /collections/wedding (Alta Trousers). tee (coll): Nav link uses Shopify tag path /men (stable). || dress_shirt (parent): No dress-shirt category; casual shirts collection mixing button-ups with knit/sweater shirts. || dress_pants (parent): No dress-pants category; pants collection is casual (easy/drawstring/painter). Tailored 'Alta Trousers' only appear in Suiting col || sweater (coll): Nav link /collections/sweaters/mens redirects to /collections/sweaters (tag 'mens' not present), so plain collection used; contain || outerwear (coll): Small collection; includes sweater shirts."
Industry of All Nations,NC,NC,NC,NC,NC,NC,NC,NC,industryofallnations.com,https://industryofallnations.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: industryofallnations.com","Routes: NC 8. Shopify US store, no redirect. Brand is unisex-positioned: nav has no men's/women's split, garment collections (t-shirts, shirts, knitwear, pants-jeans-shorts, jackets-coats, socks-shoes) mix women-tagged items (cropped tee, cropped madras, cropped alpaca). A hidden collection https://industryofallnations.com/collections/mens-1 (title ""Men's Sustainable Clothing"", H1 'Mens', not in nav) exists but is all-garment and includes Kids items and a Gift Card; tag sub-paths (/collections/mens-1/tshirts etc.) 404. All garments NC. tee NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women- || polo NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women- || dress_shirt NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women- || jeans NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women- || dress_pants NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women- || sweater NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women- || outerwear NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women- || shoes NC: gender not separable: site nav has no Men's section ('Unisex and for everyone'); garment collections are unisex and include women-"
Marine Layer,https://www.marinelayer.com/collections/guys-tees-basics,https://www.marinelayer.com/collections/guys-henleys-polos,https://www.marinelayer.com/collections/guys-shirts,NC,https://www.marinelayer.com/collections/guys-pants,https://www.marinelayer.com/collections/guys-sweaters,https://www.marinelayer.com/collections/guys-outerwear,NONE,marinelayer.com,https://www.marinelayer.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.marinelayer.com","Routes: coll 3, parent 3, NC 1. Shopify US store, no redirect. Men's = 'His'/'guys-*' collections (not 'mens'). All checked collections contain only product_type 'Mens - ...' items. guys-buttondowns redirects to guys-shirts. No men's jeans (guys-denim empty). Tiles render after ~2s. polo (parent): Mixed henleys + polos (no polo-only men's collection in nav). || dress_shirt (parent): No dress-shirt category; casual button-up shirts, first row dominated by overshirts. Nav href guys-buttondowns 301s to guys-shirts || jeans NC: appears not to make || dress_pants (parent): No dress-pants category; general pants (chinos/trousers/terry pants/joggers). || outerwear (coll): Includes an overshirt."
Cuts Clothing,https://www.cutsclothing.com/collections/all-shirts,https://www.cutsclothing.com/collections/polos,https://www.cutsclothing.com/collections/polos,NONE,https://www.cutsclothing.com/collections/pants-joggers,NONE,https://www.cutsclothing.com/collections/all-outerwear,NONE,cutsclothing.com,https://www.cutsclothing.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.cutsclothing.com","Routes: parent 3, cat 2. Headless Shopify (collections.json/products.json 404) - verified by rendered tiles. Men's collections separate from /collections/all-womens. search_url_on_file live (www.) but fuzzy, not gender-filtered. tee (cat): Tees & henleys category (includes long-sleeve tees/henleys) || polo (parent): Mixed polos + knit button-ups (nav 'Polos & Shirts'); no polo-only collection (mens-polos 404) || dress_shirt (parent): No dress-shirt category; brand's button-ups are knit button-ups filed with polos (same URL as polo). button-ups/mens-button-ups ha || dress_pants (parent): No dress-pants category; pants & joggers mixed (trousers/5-pocket pants among joggers & sweatpants) || outerwear (cat): Jackets & overshirts category; includes overshirts/shirt-jackets"
Bonobos,https://bonobos.com/collections/tees,https://bonobos.com/collections/polos,https://bonobos.com/collections/dress-shirts,https://bonobos.com/collections/jeans,https://bonobos.com/collections/dress-pants,https://bonobos.com/collections/sweaters,https://bonobos.com/collections/outerwear,NONE,bonobos.com,https://bonobos.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: bonobos.com",Routes: cat 7. men's-only brand; Shopify on bonobos.com (no www redirect). All links are nav categories. tee (cat): Nav Tees sub-category (Clothing > Shirts > Tees); men's-only brand || polo (cat): Polos category; merchandising drops a couple of Soft Everyday Tee tiles into first rows || sweater (cat): Sweaters category also includes fleece crews/quarter-zips/hoodie || outerwear (cat): Includes vests
Vuori,https://vuoriclothing.com/collections/short-sleeve-tees,https://vuoriclothing.com/collections/polos-henleys,https://vuoriclothing.com/collections/mens-button-downs,https://vuoriclothing.com/collections/mens-denim,https://vuoriclothing.com/collections/pants,https://vuoriclothing.com/collections/mens-sweaters,https://vuoriclothing.com/collections/mens-outerwear,NONE,vuoriclothing.com,https://vuoriclothing.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: vuoriclothing.com","Routes: cat 5, parent 2. Headless Shopify (collections.json 404); nav read from Men > Clothing drawer. Several men's handles lack 'mens' prefix (pants, polos-henleys, short-sleeve-tees) but pages are titled Men's and show only men's items. Search URL live but not gender-filtered. tee (cat): Men's nav 'Short Sleeve Shirts'; mostly tees, one polo tile in first rows. Handle lacks 'mens' but title/nav are men's || polo (parent): Men's nav 'Polos' = polos + henleys mixed || dress_shirt (cat): No separate dress-shirt category; button-downs (incl. flannels, knit oxfords) || jeans (cat): Denim category includes a denim jacket || dress_pants (parent): No dress-pants category; men's Pants mixed (Meta Trouser/Pant chinos among track pants, joggers, jeans). Handle lacks 'mens' but p || outerwear (cat): Jackets & vests"
Rothy's,NONE,NONE,NONE,NONE,NONE,NONE,NONE,https://rothys.com/collections/mens-shoes,rothys.com,https://rothys.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: rothys.com",Routes: cat 1. Shopify on rothys.com; Men's Shoes nav ('All Men's Shoes') with sub-cats mens-sneakers/loafers/boots-oxfords/clogs. Search URL not separately checked (category found).
Lululemon,https://shop.lululemon.com/c/men-t-shirts/n16wkm,https://shop.lululemon.com/c/men-polo-shirts/n1m3oa,https://shop.lululemon.com/c/men-button-down-shirts/n1bppr,NONE,https://shop.lululemon.com/c/men-dress-pants/n1blegzu9dn,https://shop.lululemon.com/c/men-sweaters/n1xxr9,https://shop.lululemon.com/c/men-coats-and-jackets/n1h1v9,https://shop.lululemon.com/c/men-shoes/n1n4fcznrqw,shop.lululemon.com,https://shop.lululemon.com/search?Ntt=,"Live read in Chrome 2026-09-19 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json / /products/<h>.js where Shopify. Store root https://shop.lululemon.com","Route: men's category pages (/c/<slug>/<id>, nav query strings stripped), all 7. Domain correct. dress_shirt = men's button-downs (no dress-shirt category); dress_pants = men's Dress Pants cat (a separate Trousers cat /c/men-trousers/n146jr also exists); sweater cat is not in the men's menu (found via Men's Clothes page), 5 tiles; outerwear includes vests; tees include technical training tops. jeans NONE left."
Alo,https://www.aloyoga.com/collections/tees-tanks,https://www.aloyoga.com/search?q=polo&Gender=Men,NONE,NONE,https://www.aloyoga.com/collections/mens-pants,https://www.aloyoga.com/collections/mens-sweaters,https://www.aloyoga.com/collections/mens-jackets,NONE,aloyoga.com,https://www.aloyoga.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.aloyoga.com","Routes: parent 2, cat 2, search 1. Shopify on www.aloyoga.com; tags on men's products sometimes include Women:Activity:* cross-tags (not women's items). Search URL live; Gender=Men param persists on fresh load. tee (parent): Men's nav 'Shirts' -> tees-tanks (tees + tanks + long sleeves). Handle lacks 'mens' but page is Men's; some products carry stray W || polo (search): No men's polo category/collection (mens-polos etc. empty); unfiltered search mixes women's cropped polos. Gender=Men search is alm || dress_pants (parent): No dress-pants category; men's Pants mixed (Suited Trouser / Co-Op Pant among joggers & track pants) || sweater (cat): Knitwear category; includes a sweater-knit short and a Unisex crewneck filed in men's (R1 pass) || outerwear (cat): Includes athletic full-zips/track jackets"
Southern Tide,https://southerntide.com/collections/men-t-shirts,https://southerntide.com/collections/men-polos,https://southerntide.com/collections/men-sport-shirts,https://southerntide.com/collections/men-pants,https://southerntide.com/collections/men-pants,https://southerntide.com/collections/mens-sweaters,https://southerntide.com/collections/jackets-and-vests,NONE,southerntide.com,https://southerntide.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: southerntide.com","Routes: cat 5, parent 2. Shopify on southerntide.com (no www). Men's handles mostly 'men-*'. No men's jeans collection. search?q= live but fuzzy and not gender-filtered. tee (cat): Includes long-sleeve tees || dress_shirt (cat): No dress-shirt category; brand files button-ups as 'Button Ups & Sport Shirts' || jeans (parent): No men's jeans/denim collection (collections.json has none; only aged-denim-color-story campaign). Jeans (Charleston Denim Jeans,  || dress_pants (parent): No dress-pants category; men's Pants = chinos, performance pants, 5-pocket, cords, denim || sweater (cat): Sweaters + quarter-zip pullovers. Nav link 'Pullovers & Sweaters' (men-sweaters-pullovers) is broader (hoodies, a performance jack || outerwear (cat): Nav 'Jackets & Vests' under Men's Outerwear; includes vests and blazers. Parent mens-outerwear-1 also men's but leads with quarter"
Rhoback,https://rhoback.com/collections/mens-tops-tees,https://rhoback.com/collections/mens-tops-polos,NONE,NONE,https://rhoback.com/collections/mens-bottoms-pants,https://rhoback.com/collections/mens-tops-sweaters,https://rhoback.com/collections/mens-tops-jackets-and-outerwear,NONE,rhoback.com,https://rhoback.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: rhoback.com","Routes: coll 5. Shopify but /products.json not served (returns HTML); tiles JS-rendered slowly, verified in rendered grid. Brand has women's and youth lines; all men's collections under /collections/mens-*. search_url_on_file not separately tested (standard Shopify /search). tee (coll): Nav 'Tees' collection; performance tees incl. long-sleeve and hooded tech tees || dress_pants (coll): No dress pants; men's Pants collection is performance golf/chino-style pants || sweater (coll): All knit sweaters (q-zips, sweater hoodies, sweater polo) || outerwear (coll): Jackets & Outerwear; includes vests, a full-zip hoodie and shirt-jackets"
Criquet,https://criquetshirts.com/collections/t-shirts,https://criquetshirts.com/collections/all-polos,https://criquetshirts.com/collections/button-down-shirts,NONE,https://criquetshirts.com/collections/comfort-canvas-pants,NONE,https://criquetshirts.com/collections/jackets-and-outerwear,NONE,criquetshirts.com,https://criquetshirts.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: criquetshirts.com","Routes: coll 5. Shopify US store; men's-only brand in nav (only /collections/men; all sampled products tagged 'men'; a stray legacy 'annie-corduroy-dress' collection handle exists but no women's nav). Homepage appends ?pb=0. search_url_on_file not separately tested (standard Shopify /search). tee (coll): Men's-only brand (nav Tops > T-Shirts) || polo (coll): 'Players Shirt' is Criquet's polo name || dress_shirt (coll): No dress-shirt category; button-ups used. Only 5 items, casual (utility/knit overshirts). Alternative nav collection /collections/ || dress_pants (coll): No dress pants; nav 'Pants' collection (page title 'Pants', handle comfort-canvas-pants) of canvas/cord/chino-style pants. /collec || outerwear (coll): Small range (shackets + rain jacket)"
Taylor Stitch,https://www.taylorstitch.com/collections/mens-tees,https://www.taylorstitch.com/collections/polos,https://www.taylorstitch.com/collections/mens-oxford-shirts,https://www.taylorstitch.com/collections/mens-jeans,https://www.taylorstitch.com/collections/mens-chinos,https://www.taylorstitch.com/collections/mens-sweaters,https://www.taylorstitch.com/collections/mens-coats-jackets,NONE,taylorstitch.com,https://www.taylorstitch.com/search?q=,"Live read in Chrome 2026-09-21 (US store, no login): each URL loaded fresh, first 8-10 tiles read; Shopify tags via products.json/products/<h>.js where applicable. Store root seen: www.taylorstitch.com","Routes: cat 5, parent 1, coll 1. Shopify US store, men's-only brand (no women's tags/collections found). site_domain given as taylorstitch.com; store is www.taylorstitch.com. search_url_on_file not separately tested. tee (parent): Nav 'Tees' link; mixed T-Shirts & Polos (incl. rugbys); no tee-only collection || polo (coll): Not in nav (nav routes polos into mens-tees); collection handle from /collections.json. Alt /collections/category-polos same produ || dress_shirt (cat): No dress-shirt category; oxford button-ups used (nav Shirts > Oxford). Broader parent: /collections/mens-shirts || dress_pants (cat): No dress pants; chinos used || outerwear (cat): Includes shirt-jackets. Nav parent /collections/mens-outerwear has same leading tiles"
